no,width,height,area
1500,128,369,47232
1501,900,377,339300
1502,129,658,84882
1503,653,886,578558
1504,634,881,558554
1505,805,489,393645
1506,275,69,18975
1507,320,28,8960
1508,617,32,19744
1509,704,300,211200
1510,946,364,344344
1511,992,698,692416
1512,792,675,534600
1513,908,485,440380
1514,348,735,255780
1515,875,922,806750
1516,597,434,259098
1517,22,188,4136
1518,356,217,77252
1519,880,440,387200
1520,549,984,540216
1521,432,424,183168
1522,778,118,91804
1523,25,733,18325
1524,391,646,252586
1525,640,465,297600
1526,666,823,548118
1527,202,374,75548
1528,644,336,216384
1529,554,849,470346
1530,111,568,63048
1531,88,654,57552
1532,491,173,84943
1533,860,643,552980
1534,528,862,455136
1535,931,746,694526
1536,42,229,9618
1537,972,927,901044
1538,233,256,59648
1539,737,584,430408
1540,677,389,263353
1541,281,706,198386
1542,206,616,126896
1543,757,937,709309
1544,665,465,309225
1545,941,400,376400
1546,231,470,108570
1547,809,128,103552
1548,243,394,95742
1549,27,859,23193
1550,548,262,143576
1551,609,29,17661
1552,892,986,879512
1553,51,791,40341
1554,901,633,570333
1555,81,881,71361
1556,395,476,188020
1557,616,718,442288
1558,398,641,255118
1559,990,845,836550
1560,577,196,113092
1561,769,423,325287
1562,614,746,458044
1563,73,959,70007
1564,661,340,224740
1565,175,965,168875
1566,661,500,330500
1567,156,303,47268
1568,218,331,72158
1569,450,85,38250
1570,217,690,149730
1571,160,929,148640
1572,580,839,486620
1573,856,54,46224
1574,488,639,311832
1575,429,278,119262
1576,407,734,298738
1577,504,769,387576
1578,976,210,204960
1579,421,669,281649
1580,166,252,41832
1581,283,976,276208
1582,804,24,19296
1583,206,801,165006
1584,115,499,57385
1585,549,782,429318
1586,456,152,69312
1587,272,381,103632
1588,634,966,612444
1589,874,101,88274
1590,35,132,4620
1591,801,680,544680
1592,822,49,40278
1593,156,474,73944
1594,460,200,92000
1595,535,925,494875
1596,264,413,109032
1597,839,256,214784
1598,782,506,395692
1599,751,153,114903
1600,145,376,54520
1601,111,675,74925
1602,298,254,75692
1603,58,240,13920
1604,599,82,49118
1605,984,752,739968
1606,372,795,295740
1607,980,805,788900
1608,652,580,378160
1609,385,904,348040
1610,565,484,273460
1611,119,165,19635
1612,18,667,12006
1613,980,306,299880
1614,724,63,45612
1615,235,121,28435
1616,105,528,55440
1617,201,593,119193
1618,443,652,288836
1619,987,36,35532
1620,453,904,409512
1621,545,96,52320
1622,765,583,445995
1623,167,167,27889
1624,44,828,36432
1625,72,313,22536
1626,128,219,28032
1627,997,698,695906
1628,213,111,23643
1629,45,576,25920
1630,650,796,517400
1631,60,986,59160
1632,140,457,63980
1633,678,283,191874
1634,928,477,442656
1635,648,803,520344
1636,380,181,68780
1637,271,96,26016
1638,712,501,356712
1639,540,315,170100
1640,156,332,51792
1641,652,393,256236
1642,143,624,89232
1643,363,297,107811
1644,262,399,104538
1645,309,653,201777
1646,491,984,483144
1647,186,32,5952
1648,961,964,926404
1649,818,815,666670
1650,201,452,90852
1651,17,873,14841
1652,114,377,42978
1653,274,616,168784
1654,881,990,872190
1655,653,873,570069
1656,479,195,93405
1657,954,304,290016
1658,322,452,145544
1659,760,533,405080
1660,276,422,116472
1661,1000,692,692000
1662,753,382,287646
1663,422,564,238008
1664,120,650,78000
1665,188,799,150212
1666,485,518,251230
1667,850,401,340850
1668,270,159,42930
1669,408,776,316608
1670,494,314,155116
1671,716,325,232700
1672,293,14,4102
1673,594,370,219780
1674,299,60,17940
1675,749,850,636650
1676,677,956,647212
1677,165,870,143550
1678,237,732,173484
1679,645,248,159960
1680,853,562,479386
1681,782,456,356592
1682,462,51,23562
1683,779,155,120745
1684,734,671,492514
1685,547,699,382353
1686,889,74,65786
1687,128,590,75520
1688,500,219,109500
1689,596,644,383824
1690,745,494,368030
1691,534,241,128694
1692,999,30,29970
1693,131,620,81220
1694,160,815,130400
1695,319,480,153120
1696,348,225,78300
1697,535,183,97905
1698,183,169,30927
1699,643,728,468104
1700,562,325,182650
1701,109,334,36406
1702,270,600,162000
1703,199,639,127161
1704,459,884,405756
1705,300,595,178500
1706,882,890,784980
1707,645,675,435375
1708,634,724,459016
1709,171,946,161766
1710,153,625,95625
1711,586,977,572522
1712,918,412,378216
1713,492,235,115620
1714,162,331,53622
1715,855,976,834480
1716,793,7,5551
1717,747,431,321957
1718,359,639,229401
1719,483,402,194166
1720,202,322,65044
1721,608,288,175104
1722,143,807,115401
1723,56,377,21112
1724,76,1,76
1725,144,760,109440
1726,382,915,349530
1727,445,504,224280
1728,678,886,600708
1729,440,854,375760
1730,21,343,7203
1731,554,156,86424
1732,256,244,62464
1733,168,34,5712
1734,351,921,323271
1735,917,480,440160
1736,417,163,67971
1737,430,1,430
1738,192,387,74304
1739,842,424,357008
1740,897,572,513084
1741,488,18,8784
1742,459,102,46818
1743,458,633,289914
1744,568,394,223792
1745,39,980,38220
1746,649,91,59059
1747,409,762,311658
1748,627,863,541101
1749,103,250,25750
1750,457,767,350519
1751,186,879,163494
1752,769,174,133806
1753,744,229,170376
1754,976,144,140544
1755,536,932,499552
1756,500,344,172000
1757,693,325,225225
1758,867,728,631176
1759,412,728,299936
1760,836,459,383724
1761,75,549,41175
1762,203,266,53998
1763,696,16,11136
1764,501,238,119238
1765,735,198,145530
1766,928,179,166112
1767,346,105,36330
1768,394,796,313624
1769,672,137,92064
1770,341,167,56947
1771,72,729,52488
1772,457,437,199709
1773,219,834,182646
1774,810,509,412290
1775,649,692,449108
1776,498,376,187248
1777,280,221,61880
1778,585,513,300105
1779,636,458,291288
1780,167,839,140113
1781,733,779,571007
1782,274,8,2192
1783,76,735,55860
1784,409,981,401229
1785,879,335,294465
1786,21,434,9114
1787,789,89,70221
1788,291,153,44523
1789,472,64,30208
1790,834,699,582966
1791,987,261,257607
1792,426,634,270084
1793,194,766,148604
1794,622,557,346454
1795,337,542,182654
1796,454,590,267860
1797,936,988,924768
1798,711,404,287244
1799,842,939,790638
1800,584,306,178704
1801,359,718,257762
1802,121,672,81312
1803,57,59,3363
1804,569,327,186063
1805,891,396,352836
1806,10,665,6650
1807,131,989,129559
1808,136,311,42296
1809,880,715,629200
1810,570,62,35340
1811,822,931,765282
1812,913,578,527714
1813,950,787,747650
1814,812,439,356468
1815,196,478,93688
1816,713,20,14260
1817,62,828,51336
1818,496,49,24304
1819,796,681,542076
1820,628,92,57776
1821,396,221,87516
1822,638,113,72094
1823,518,924,478632
1824,844,482,406808
1825,967,902,872234
1826,697,301,209797
1827,332,509,168988
1828,51,915,46665
1829,601,800,480800
1830,310,224,69440
1831,508,508,258064
1832,496,333,165168
1833,510,666,339660
1834,948,903,856044
1835,886,792,701712
1836,960,302,289920
1837,899,461,414439
1838,833,164,136612
1839,167,229,38243
1840,296,421,124616
1841,65,759,49335
1842,428,720,308160
1843,207,570,117990
1844,989,567,560763
1845,882,185,163170
1846,353,519,183207
1847,41,782,32062
1848,969,363,351747
1849,338,376,127088
1850,693,897,621621
1851,383,353,135199
1852,998,113,112774
1853,802,268,214936
1854,41,932,38212
1855,114,117,13338
1856,170,387,65790
1857,640,887,567680
1858,759,480,364320
1859,745,953,709985
1860,919,297,272943
1861,407,842,342694
1862,858,844,724152
1863,27,129,3483
1864,52,823,42796
1865,528,122,64416
1866,615,596,366540
1867,146,823,120158
1868,868,164,142352
1869,500,685,342500
1870,348,165,57420
1871,180,726,130680
1872,886,375,332250
1873,81,583,47223
1874,288,218,62784
1875,235,692,162620
1876,379,293,111047
1877,241,213,51333
1878,424,897,380328
1879,896,516,462336
1880,974,968,942832
1881,829,623,516467
1882,381,40,15240
1883,499,907,452593
1884,829,819,678951
1885,718,872,626096
1886,155,928,143840
1887,146,388,56648
1888,448,942,422016
1889,135,248,33480
1890,244,64,15616
1891,356,306,108936
1892,154,541,83314
1893,595,517,307615
1894,439,683,299837
1895,408,340,138720
1896,2,581,1162
1897,387,306,118422
1898,762,365,278130
1899,808,870,702960
1900,908,617,560236
1901,374,455,170170
1902,689,789,543621
1903,739,356,263084
1904,593,82,48626
1905,660,96,63360
1906,379,861,326319
1907,509,671,341539
1908,581,456,264936
1909,299,681,203619
1910,282,678,191196
1911,639,887,566793
1912,426,462,196812
1913,240,421,101040
1914,588,15,8820
1915,313,351,109863
1916,364,340,123760
1917,318,532,169176
1918,227,517,117359
1919,240,214,51360
1920,10,789,7890
1921,573,779,446367
1922,453,527,238731
1923,529,576,304704
1924,566,284,160744
1925,143,309,44187
1926,164,841,137924
1927,250,345,86250
1928,285,371,105735
1929,829,391,324139
1930,370,379,140230
1931,176,581,102256
1932,372,671,249612
1933,162,618,100116
1934,95,549,52155
1935,613,597,365961
1936,994,996,990024
1937,762,756,576072
1938,31,570,17670
1939,413,398,164374
1940,124,249,30876
1941,766,39,29874
1942,491,87,42717
1943,365,781,285065
1944,59,373,22007
1945,610,973,593530
1946,919,307,282133
1947,766,27,20682
1948,79,177,13983
1949,494,215,106210
1950,715,487,348205
1951,145,927,134415
1952,563,708,398604
1953,270,275,74250
1954,968,530,513040
1955,883,638,563354
1956,818,125,102250
1957,775,428,331700
1958,781,711,555291
1959,42,167,7014
1960,174,780,135720
1961,433,225,97425
1962,228,756,172368
1963,770,41,31570
1964,582,709,412638
1965,428,392,167776
1966,98,634,62132
1967,875,911,797125
1968,668,245,163660
1969,840,44,36960
1970,645,994,641130
1971,685,262,179470
1972,971,324,314604
1973,247,204,50388
1974,538,519,279222
1975,183,658,120414
1976,196,148,29008
1977,181,754,136474
1978,943,344,324392
1979,400,885,354000
1980,622,74,46028
1981,411,853,350583
1982,555,411,228105
1983,661,683,451463
1984,107,480,51360
1985,145,649,94105
1986,885,866,766410
1987,676,649,438724
1988,833,86,71638
1989,745,821,611645
1990,739,341,251999
1991,262,72,18864
1992,924,442,408408
1993,525,924,485100
1994,571,686,391706
1995,672,497,333984
1996,207,517,107019
1997,156,638,99528
1998,414,968,400752
1999,745,158,117710
2000,321,976,313296
